text,crime_type,location,date,time,processed_text
"A drunk driving case was reported in Rohini where a driver crashed into a tree, injuring themselves.",Drunk Driving (DUI),"Rohini, Delhi",14-10-2023,22:00:00,drunk driving case reported rohini driver crashed tree injuring
Reckless driving was reported in Noida where a driver was speeding and caused a multi-car collision.,Reckless Driving,"Noida, UP",15-10-2023,23:00:00,reckless driving reported noida driver speeding caused multicar collision
A driver was caught driving without a license in Greater Kailash after being stopped for speeding.,Driving Without a License,"Greater Kailash, Delhi",16-10-2023,21:10:00,driver caught driving without license greater kailash stopped speeding
A scooter was stolen from a residential area in Saket by breaking the ignition.,Vehicle Theft,"Saket, Delhi",17-10-2023,10:15:00,scooter stolen residential area saket breaking ignition
A carjacking incident was reported in Connaught Place where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Connaught Place, Delhi",18-10-2023,17:45:00,carjacking incident reported connaught place armed men forced driver vehicle gunpoint
A hit-and-run incident was reported in Dwarka where a pedestrian was severely injured by a speeding car.,Hit-and-Run,"Dwarka, Delhi",19-10-2023,02:30:00,hitandrun incident reported dwarka pedestrian severely injured speeding car
"A drunk driving case was reported in Cyber City where a driver crashed into a pole, injuring themselves and a passenger.",Drunk Driving (DUI),"Cyber City, Gurgaon",20-10-2023,19:50:00,drunk driving case reported cyber city driver crashed pole injuring passenger
"Reckless driving was reported in Karol Bagh where a driver was speeding and weaving through traffic, causing a minor accident.",Reckless Driving,"Karol Bagh, Delhi",21-10-2023,14:20:00,reckless driving reported karol bagh driver speeding weaving traffic causing minor accident
A driver was caught driving without a license in Rohini after being stopped at a police checkpoint.,Driving Without a License,"Rohini, Delhi",22-10-2023,13:00:00,driver caught driving without license rohini stopped police checkpoint
A car was stolen from a parking lot in Noida by breaking the window.,Vehicle Theft,"Noida, UP",23-10-2023,08:30:00,car stolen parking lot noida breaking window
A carjacking incident was reported in Greater Kailash where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Greater Kailash, Delhi",24-10-2023,22:00:00,carjacking incident reported greater kailash armed men forced driver vehicle gunpoint
A hit-and-run incident was reported in Saket where a cyclist was critically injured by a speeding car.,Hit-and-Run,"Saket, Delhi",25-10-2023,23:00:00,hitandrun incident reported saket cyclist critically injured speeding car
"A drunk driving case was reported in Connaught Place where a driver crashed into a parked car, causing significant damage.",Drunk Driving (DUI),"Connaught Place, Delhi",26-10-2023,21:10:00,drunk driving case reported connaught place driver crashed parked car causing significant damage
Reckless driving was reported in Dwarka where a driver ran a red light and caused a collision.,Reckless Driving,"Dwarka, Delhi",27-10-2023,10:15:00,reckless driving reported dwarka driver ran red light caused collision
A driver was caught driving without a license in Cyber City after being involved in a minor accident.,Driving Without a License,"Cyber City, Gurgaon",28-10-2023,17:45:00,driver caught driving without license cyber city involved minor accident
A bike was stolen from outside a metro station in Karol Bagh by two unidentified men.,Vehicle Theft,"Karol Bagh, Delhi",29-10-2023,02:30:00,bike stolen outside metro station karol bagh two unidentified men
A carjacking incident was reported in Rohini where a driver was forced out of their vehicle at knifepoint.,Carjacking,"Rohini, Delhi",30-10-2023,19:50:00,carjacking incident reported rohini driver forced vehicle knifepoint
A hit-and-run incident was reported in Noida where a pedestrian was injured by a speeding car.,Hit-and-Run,"Noida, UP",31-10-2023,14:20:00,hitandrun incident reported noida pedestrian injured speeding car
"A drunk driving case was reported in Greater Kailash where a driver crashed into a tree, injuring themselves.",Drunk Driving (DUI),"Greater Kailash, Delhi",01-11-2023,13:00:00,drunk driving case reported greater kailash driver crashed tree injuring
Reckless driving was reported in Saket where a driver was speeding and caused a multi-car collision.,Reckless Driving,"Saket, Delhi",02-11-2023,08:30:00,reckless driving reported saket driver speeding caused multicar collision
A driver was caught driving without a license in Connaught Place after being stopped for speeding.,Driving Without a License,"Connaught Place, Delhi",03-11-2023,22:00:00,driver caught driving without license connaught place stopped speeding
A scooter was stolen from a residential area in Dwarka by breaking the ignition.,Vehicle Theft,"Dwarka, Delhi",04-11-2023,23:00:00,scooter stolen residential area dwarka breaking ignition
A carjacking incident was reported in Cyber City where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Cyber City, Gurgaon",05-11-2023,21:10:00,carjacking incident reported cyber city armed men forced driver vehicle gunpoint
A hit-and-run incident was reported in Karol Bagh where a pedestrian was severely injured by a speeding car.,Hit-and-Run,"Karol Bagh, Delhi",06-11-2023,10:15:00,hitandrun incident reported karol bagh pedestrian severely injured speeding car
"A drunk driving case was reported in Rohini where a driver crashed into a pole, injuring themselves and a passenger.",Drunk Driving (DUI),"Rohini, Delhi",07-11-2023,17:45:00,drunk driving case reported rohini driver crashed pole injuring passenger
"Reckless driving was reported in Noida where a driver was speeding and weaving through traffic, causing a minor accident.",Reckless Driving,"Noida, UP",08-11-2023,02:30:00,reckless driving reported noida driver speeding weaving traffic causing minor accident
A driver was caught driving without a license in Greater Kailash after being stopped at a police checkpoint.,Driving Without a License,"Greater Kailash, Delhi",09-11-2023,19:50:00,driver caught driving without license greater kailash stopped police checkpoint
A car was stolen from a parking lot in Saket by breaking the window.,Vehicle Theft,"Saket, Delhi",10-11-2023,14:20:00,car stolen parking lot saket breaking window
A carjacking incident was reported in Connaught Place where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Connaught Place, Delhi",11-11-2023,13:00:00,carjacking incident reported connaught place armed men forced driver vehicle gunpoint
A hit-and-run incident was reported in Dwarka where a cyclist was critically injured by a speeding car.,Hit-and-Run,"Dwarka, Delhi",12-11-2023,08:30:00,hitandrun incident reported dwarka cyclist critically injured speeding car
"A drunk driving case was reported in Cyber City where a driver crashed into a parked car, causing significant damage.",Drunk Driving (DUI),"Cyber City, Gurgaon",13-11-2023,22:00:00,drunk driving case reported cyber city driver crashed parked car causing significant damage
Reckless driving was reported in Karol Bagh where a driver ran a red light and caused a collision.,Reckless Driving,"Karol Bagh, Delhi",14-11-2023,23:00:00,reckless driving reported karol bagh driver ran red light caused collision
A driver was caught driving without a license in Rohini after being involved in a minor accident.,Driving Without a License,"Rohini, Delhi",15-11-2023,21:10:00,driver caught driving without license rohini involved minor accident
A bike was stolen from outside a metro station in Noida by two unidentified men.,Vehicle Theft,"Noida, UP",16-11-2023,10:15:00,bike stolen outside metro station noida two unidentified men
A carjacking incident was reported in Greater Kailash where a driver was forced out of their vehicle at knifepoint.,Carjacking,"Greater Kailash, Delhi",17-11-2023,17:45:00,carjacking incident reported greater kailash driver forced vehicle knifepoint
A hit-and-run incident was reported in Saket where a pedestrian was injured by a speeding car.,Hit-and-Run,"Saket, Delhi",18-11-2023,02:30:00,hitandrun incident reported saket pedestrian injured speeding car
"A drunk driving case was reported in Connaught Place where a driver crashed into a tree, injuring themselves.",Drunk Driving (DUI),"Connaught Place, Delhi",19-11-2023,19:50:00,drunk driving case reported connaught place driver crashed tree injuring
Reckless driving was reported in Dwarka where a driver was speeding and caused a multi-car collision.,Reckless Driving,"Dwarka, Delhi",20-11-2023,14:20:00,reckless driving reported dwarka driver speeding caused multicar collision
A driver was caught driving without a license in Cyber City after being stopped for speeding.,Driving Without a License,"Cyber City, Gurgaon",21-11-2023,13:00:00,driver caught driving without license cyber city stopped speeding
A scooter was stolen from a residential area in Karol Bagh by breaking the ignition.,Vehicle Theft,"Karol Bagh, Delhi",22-11-2023,08:30:00,scooter stolen residential area karol bagh breaking ignition
A carjacking incident was reported in Rohini where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Rohini, Delhi",23-11-2023,22:00:00,carjacking incident reported rohini armed men forced driver vehicle gunpoint
A hit-and-run incident was reported in Noida where a pedestrian was severely injured by a speeding car.,Hit-and-Run,"Noida, UP",24-11-2023,23:00:00,hitandrun incident reported noida pedestrian severely injured speeding car
"A drunk driving case was reported in Greater Kailash where a driver crashed into a pole, injuring themselves and a passenger.",Drunk Driving (DUI),"Greater Kailash, Delhi",25-11-2023,21:10:00,drunk driving case reported greater kailash driver crashed pole injuring passenger
"Reckless driving was reported in Saket where a driver was speeding and weaving through traffic, causing a minor accident.",Reckless Driving,"Saket, Delhi",26-11-2023,10:15:00,reckless driving reported saket driver speeding weaving traffic causing minor accident
A driver was caught driving without a license in Connaught Place after being stopped at a police checkpoint.,Driving Without a License,"Connaught Place, Delhi",27-11-2023,17:45:00,driver caught driving without license connaught place stopped police checkpoint
A car was stolen from a parking lot in Dwarka by breaking the window.,Vehicle Theft,"Dwarka, Delhi",28-11-2023,02:30:00,car stolen parking lot dwarka breaking window
A carjacking incident was reported in Cyber City where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Cyber City, Gurgaon",29-11-2023,19:50:00,carjacking incident reported cyber city armed men forced driver vehicle gunpoint
A hit-and-run incident was reported in Karol Bagh where a cyclist was critically injured by a speeding car.,Hit-and-Run,"Karol Bagh, Delhi",30-11-2023,14:20:00,hitandrun incident reported karol bagh cyclist critically injured speeding car
"A drunk driving case was reported in Rohini where a driver crashed into a parked car, causing significant damage.",Drunk Driving (DUI),"Rohini, Delhi",01-12-2023,13:00:00,drunk driving case reported rohini driver crashed parked car causing significant damage
Reckless driving was reported in Noida where a driver ran a red light and caused a collision.,Reckless Driving,"Noida, UP",02-12-2023,08:30:00,reckless driving reported noida driver ran red light caused collision
A driver was caught driving without a license in Greater Kailash after being involved in a minor accident.,Driving Without a License,"Greater Kailash, Delhi",03-12-2023,22:00:00,driver caught driving without license greater kailash involved minor accident
A bike was stolen from outside a metro station in Saket by two unidentified men.,Vehicle Theft,"Saket, Delhi",04-12-2023,23:00:00,bike stolen outside metro station saket two unidentified men
A carjacking incident was reported in Connaught Place where a driver was forced out of their vehicle at knifepoint.,Carjacking,"Connaught Place, Delhi",05-12-2023,21:10:00,carjacking incident reported connaught place driver forced vehicle knifepoint
A hit-and-run incident was reported in Dwarka where a pedestrian was injured by a speeding car.,Hit-and-Run,"Dwarka, Delhi",06-12-2023,10:15:00,hitandrun incident reported dwarka pedestrian injured speeding car
"A drunk driving case was reported in Cyber City where a driver crashed into a tree, injuring themselves.",Drunk Driving (DUI),"Cyber City, Gurgaon",07-12-2023,17:45:00,drunk driving case reported cyber city driver crashed tree injuring
Reckless driving was reported in Karol Bagh where a driver was speeding and caused a multi-car collision.,Reckless Driving,"Karol Bagh, Delhi",08-12-2023,02:30:00,reckless driving reported karol bagh driver speeding caused multicar collision
A driver was caught driving without a license in Rohini after being stopped for speeding.,Driving Without a License,"Rohini, Delhi",09-12-2023,19:50:00,driver caught driving without license rohini stopped speeding
A scooter was stolen from a residential area in Noida by breaking the ignition.,Vehicle Theft,"Noida, UP",10-12-2023,14:20:00,scooter stolen residential area noida breaking ignition
A carjacking incident was reported in Greater Kailash where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Greater Kailash, Delhi",11-12-2023,13:00:00,carjacking incident reported greater kailash armed men forced driver vehicle gunpoint
A hit-and-run incident was reported in Saket where a pedestrian was severely injured by a speeding car.,Hit-and-Run,"Saket, Delhi",12-12-2023,08:30:00,hitandrun incident reported saket pedestrian severely injured speeding car
"A drunk driving case was reported in Connaught Place where a driver crashed into a pole, injuring themselves and a passenger.",Drunk Driving (DUI),"Connaught Place, Delhi",13-12-2023,22:00:00,drunk driving case reported connaught place driver crashed pole injuring passenger
"Reckless driving was reported in Dwarka where a driver was speeding and weaving through traffic, causing a minor accident.",Reckless Driving,"Dwarka, Delhi",14-12-2023,23:00:00,reckless driving reported dwarka driver speeding weaving traffic causing minor accident
A driver was caught driving without a license in Cyber City after being stopped at a police checkpoint.,Driving Without a License,"Cyber City, Gurgaon",15-12-2023,21:10:00,driver caught driving without license cyber city stopped police checkpoint
A car was stolen from a parking lot in Karol Bagh by breaking the window.,Vehicle Theft,"Karol Bagh, Delhi",16-12-2023,10:15:00,car stolen parking lot karol bagh breaking window
A carjacking incident was reported in Rohini where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Rohini, Delhi",17-12-2023,17:45:00,carjacking incident reported rohini armed men forced driver vehicle gunpoint
A hit-and-run incident was reported in Noida where a cyclist was critically injured by a speeding car.,Hit-and-Run,"Noida, UP",18-12-2023,02:30:00,hitandrun incident reported noida cyclist critically injured speeding car
"A drunk driving case was reported in Greater Kailash where a driver crashed into a parked car, causing significant damage.",Drunk Driving (DUI),"Greater Kailash, Delhi",19-12-2023,19:50:00,drunk driving case reported greater kailash driver crashed parked car causing significant damage
Reckless driving was reported in Saket where a driver ran a red light and caused a collision.,Reckless Driving,"Saket, Delhi",20-12-2023,14:20:00,reckless driving reported saket driver ran red light caused collision
A driver was caught driving without a license in Connaught Place after being involved in a minor accident.,Driving Without a License,"Connaught Place, Delhi",21-12-2023,13:00:00,driver caught driving without license connaught place involved minor accident
A bike was stolen from outside a metro station in Dwarka by two unidentified men.,Vehicle Theft,"Dwarka, Delhi",22-12-2023,08:30:00,bike stolen outside metro station dwarka two unidentified men
A carjacking incident was reported in Cyber City where a driver was forced out of their vehicle at knifepoint.,Carjacking,"Cyber City, Gurgaon",23-12-2023,22:00:00,carjacking incident reported cyber city driver forced vehicle knifepoint
A hit-and-run incident was reported in Karol Bagh where a pedestrian was injured by a speeding car.,Hit-and-Run,"Karol Bagh, Delhi",24-12-2023,23:00:00,hitandrun incident reported karol bagh pedestrian injured speeding car
"A drunk driving case was reported in Rohini where a driver crashed into a tree, injuring themselves.",Drunk Driving (DUI),"Rohini, Delhi",25-12-2023,21:10:00,drunk driving case reported rohini driver crashed tree injuring
Reckless driving was reported in Noida where a driver was speeding and caused a multi-car collision.,Reckless Driving,"Noida, UP",26-12-2023,10:15:00,reckless driving reported noida driver speeding caused multicar collision
A driver was caught driving without a license in Greater Kailash after being stopped for speeding.,Driving Without a License,"Greater Kailash, Delhi",27-12-2023,17:45:00,driver caught driving without license greater kailash stopped speeding
A scooter was stolen from a residential area in Saket by breaking the ignition.,Vehicle Theft,"Saket, Delhi",28-12-2023,02:30:00,scooter stolen residential area saket breaking ignition
A carjacking incident was reported in Connaught Place where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Connaught Place, Delhi",29-12-2023,19:50:00,carjacking incident reported connaught place armed men forced driver vehicle gunpoint
A hit-and-run incident was reported in Dwarka where a pedestrian was severely injured by a speeding car.,Hit-and-Run,"Dwarka, Delhi",30-12-2023,14:20:00,hitandrun incident reported dwarka pedestrian severely injured speeding car
"A drunk driving case was reported in Cyber City where a driver crashed into a pole, injuring themselves and a passenger.",Drunk Driving (DUI),"Cyber City, Gurgaon",31-12-2023,13:00:00,drunk driving case reported cyber city driver crashed pole injuring passenger
"Reckless driving was reported in Karol Bagh where a driver was speeding and weaving through traffic, causing a minor accident.",Reckless Driving,"Karol Bagh, Delhi",01-01-2024,08:30:00,reckless driving reported karol bagh driver speeding weaving traffic causing minor accident
A driver was caught driving without a license in Rohini after being stopped at a police checkpoint.,Driving Without a License,"Rohini, Delhi",02-01-2024,22:00:00,driver caught driving without license rohini stopped police checkpoint
A car was stolen from a parking lot in Noida by breaking the window.,Vehicle Theft,"Noida, UP",03-01-2024,23:00:00,car stolen parking lot noida breaking window
A carjacking incident was reported in Greater Kailash where armed men forced a driver out of their vehicle at gunpoint.,Carjacking,"Greater Kailash, Delhi",04-01-2024,21:10:00,carjacking incident reported greater kailash armed men forced driver vehicle gunpoint
"A gang fight broke out in Rohini between rival groups over territorial control, resulting in multiple injuries.",Gang Activity,"Rohini, Delhi",01-10-2023,14:30:00,gang fight broke rohini rival group territorial control resulting multiple injury
"A human trafficking ring was busted in Noida, rescuing 15 victims and arresting 5 suspects.",Human Trafficking,"Noida, UP",02-10-2023,22:45:00,human trafficking ring busted noida rescuing victim arresting suspect
Arms smuggling was detected in Cyber City where illegal weapons worth INR 50 lakhs were seized.,Arms Smuggling,"Cyber City, Gurgaon",03-10-2023,12:00:00,arm smuggling detected cyber city illegal weapon worth inr lakh seized
Extortion was reported in Dwarka where local businesses were threatened to pay protection money.,Extortion,"Dwarka, Delhi",04-10-2023,18:15:00,extortion reported dwarka local business threatened pay protection money
Racketeering was uncovered in Karol Bagh where a group was running an illegal gambling operation.,Racketeering,"Karol Bagh, Delhi",05-10-2023,09:30:00,racketeering uncovered karol bagh group running illegal gambling operation
"A gang fight erupted in Greater Kailash between two groups over drug territory, leading to a shootout.",Gang Activity,"Greater Kailash, Delhi",06-10-2023,03:00:00,gang fight erupted greater kailash two group drug territory leading shootout
"A human trafficking network was dismantled in Saket, rescuing 10 victims and arresting 8 suspects.",Human Trafficking,"Saket, Delhi",07-10-2023,19:20:00,human trafficking network dismantled saket rescuing victim arresting suspect
Arms smuggling was detected in Connaught Place where illegal firearms were being sold on the black market.,Arms Smuggling,"Connaught Place, Delhi",08-10-2023,11:45:00,arm smuggling detected connaught place illegal firearm sold black market
Extortion was reported in Cyber City where a businessman was forced to pay INR 20 lakhs to a gang.,Extortion,"Cyber City, Gurgaon",09-10-2023,16:00:00,extortion reported cyber city businessman forced pay inr lakh gang
Racketeering was uncovered in Rohini where a group was running an illegal liquor distribution network.,Racketeering,"Rohini, Delhi",10-10-2023,20:30:00,racketeering uncovered rohini group running illegal liquor distribution network
A gang fight broke out in Noida between rival groups over control of a construction site.,Gang Activity,"Noida, UP",11-10-2023,14:20:00,gang fight broke noida rival group control construction site
"A human trafficking ring was busted in Dwarka, rescuing 12 victims and arresting 6 suspects.",Human Trafficking,"Dwarka, Delhi",12-10-2023,13:00:00,human trafficking ring busted dwarka rescuing victim arresting suspect
Arms smuggling was detected in Karol Bagh where illegal weapons worth INR 30 lakhs were seized.,Arms Smuggling,"Karol Bagh, Delhi",13-10-2023,08:30:00,arm smuggling detected karol bagh illegal weapon worth inr lakh seized
Extortion was reported in Greater Kailash where shopkeepers were threatened to pay protection money.,Extortion,"Greater Kailash, Delhi",14-10-2023,22:00:00,extortion reported greater kailash shopkeeper threatened pay protection money
Racketeering was uncovered in Saket where a group was running an illegal betting operation.,Racketeering,"Saket, Delhi",15-10-2023,23:00:00,racketeering uncovered saket group running illegal betting operation
A gang fight erupted in Connaught Place between two groups over control of a market area.,Gang Activity,"Connaught Place, Delhi",16-10-2023,21:10:00,gang fight erupted connaught place two group control market area
"A human trafficking network was dismantled in Cyber City, rescuing 8 victims and arresting 4 suspects.",Human Trafficking,"Cyber City, Gurgaon",17-10-2023,10:15:00,human trafficking network dismantled cyber city rescuing victim arresting suspect
Arms smuggling was detected in Rohini where illegal firearms were being sold on the black market.,Arms Smuggling,"Rohini, Delhi",18-10-2023,17:45:00,arm smuggling detected rohini illegal firearm sold black market
Extortion was reported in Noida where a businessman was forced to pay INR 15 lakhs to a gang.,Extortion,"Noida, UP",19-10-2023,02:30:00,extortion reported noida businessman forced pay inr lakh gang
Racketeering was uncovered in Dwarka where a group was running an illegal drug distribution network.,Racketeering,"Dwarka, Delhi",20-10-2023,19:50:00,racketeering uncovered dwarka group running illegal drug distribution network
A gang fight broke out in Karol Bagh between rival groups over control of a parking lot.,Gang Activity,"Karol Bagh, Delhi",21-10-2023,14:20:00,gang fight broke karol bagh rival group control parking lot
"A human trafficking ring was busted in Greater Kailash, rescuing 10 victims and arresting 5 suspects.",Human Trafficking,"Greater Kailash, Delhi",22-10-2023,13:00:00,human trafficking ring busted greater kailash rescuing victim arresting suspect
Arms smuggling was detected in Saket where illegal weapons worth INR 40 lakhs were seized.,Arms Smuggling,"Saket, Delhi",23-10-2023,08:30:00,arm smuggling detected saket illegal weapon worth inr lakh seized
Extortion was reported in Connaught Place where shopkeepers were threatened to pay protection money.,Extortion,"Connaught Place, Delhi",24-10-2023,22:00:00,extortion reported connaught place shopkeeper threatened pay protection money
Racketeering was uncovered in Cyber City where a group was running an illegal gambling operation.,Racketeering,"Cyber City, Gurgaon",25-10-2023,23:00:00,racketeering uncovered cyber city group running illegal gambling operation
A gang fight erupted in Rohini between two groups over control of a residential area.,Gang Activity,"Rohini, Delhi",26-10-2023,21:10:00,gang fight erupted rohini two group control residential area
"A human trafficking network was dismantled in Noida, rescuing 12 victims and arresting 6 suspects.",Human Trafficking,"Noida, UP",27-10-2023,10:15:00,human trafficking network dismantled noida rescuing victim arresting suspect
Arms smuggling was detected in Dwarka where illegal firearms were being sold on the black market.,Arms Smuggling,"Dwarka, Delhi",28-10-2023,17:45:00,arm smuggling detected dwarka illegal firearm sold black market
Extortion was reported in Karol Bagh where a businessman was forced to pay INR 25 lakhs to a gang.,Extortion,"Karol Bagh, Delhi",29-10-2023,02:30:00,extortion reported karol bagh businessman forced pay inr lakh gang
Racketeering was uncovered in Greater Kailash where a group was running an illegal liquor distribution network.,Racketeering,"Greater Kailash, Delhi",30-10-2023,19:50:00,racketeering uncovered greater kailash group running illegal liquor distribution network
A gang fight broke out in Saket between rival groups over control of a market area.,Gang Activity,"Saket, Delhi",31-10-2023,14:20:00,gang fight broke saket rival group control market area
"A human trafficking ring was busted in Connaught Place, rescuing 15 victims and arresting 5 suspects.",Human Trafficking,"Connaught Place, Delhi",01-11-2023,13:00:00,human trafficking ring busted connaught place rescuing victim arresting suspect
Arms smuggling was detected in Cyber City where illegal weapons worth INR 50 lakhs were seized.,Arms Smuggling,"Cyber City, Gurgaon",02-11-2023,08:30:00,arm smuggling detected cyber city illegal weapon worth inr lakh seized
Extortion was reported in Rohini where shopkeepers were threatened to pay protection money.,Extortion,"Rohini, Delhi",03-11-2023,22:00:00,extortion reported rohini shopkeeper threatened pay protection money
Racketeering was uncovered in Noida where a group was running an illegal betting operation.,Racketeering,"Noida, UP",04-11-2023,23:00:00,racketeering uncovered noida group running illegal betting operation
A gang fight erupted in Dwarka between two groups over control of a construction site.,Gang Activity,"Dwarka, Delhi",05-11-2023,21:10:00,gang fight erupted dwarka two group control construction site
"A human trafficking network was dismantled in Karol Bagh, rescuing 10 victims and arresting 5 suspects.",Human Trafficking,"Karol Bagh, Delhi",06-11-2023,10:15:00,human trafficking network dismantled karol bagh rescuing victim arresting suspect
Arms smuggling was detected in Greater Kailash where illegal firearms were being sold on the black market.,Arms Smuggling,"Greater Kailash, Delhi",07-11-2023,17:45:00,arm smuggling detected greater kailash illegal firearm sold black market
Extortion was reported in Saket where a businessman was forced to pay INR 20 lakhs to a gang.,Extortion,"Saket, Delhi",08-11-2023,02:30:00,extortion reported saket businessman forced pay inr lakh gang
Racketeering was uncovered in Connaught Place where a group was running an illegal drug distribution network.,Racketeering,"Connaught Place, Delhi",09-11-2023,19:50:00,racketeering uncovered connaught place group running illegal drug distribution network
A gang fight broke out in Cyber City between rival groups over control of a parking lot.,Gang Activity,"Cyber City, Gurgaon",10-11-2023,14:20:00,gang fight broke cyber city rival group control parking lot
"A human trafficking ring was busted in Rohini, rescuing 12 victims and arresting 6 suspects.",Human Trafficking,"Rohini, Delhi",11-11-2023,13:00:00,human trafficking ring busted rohini rescuing victim arresting suspect
Arms smuggling was detected in Noida where illegal weapons worth INR 40 lakhs were seized.,Arms Smuggling,"Noida, UP",12-11-2023,08:30:00,arm smuggling detected noida illegal weapon worth inr lakh seized
Extortion was reported in Dwarka where shopkeepers were threatened to pay protection money.,Extortion,"Dwarka, Delhi",13-11-2023,22:00:00,extortion reported dwarka shopkeeper threatened pay protection money
Racketeering was uncovered in Karol Bagh where a group was running an illegal gambling operation.,Racketeering,"Karol Bagh, Delhi",14-11-2023,23:00:00,racketeering uncovered karol bagh group running illegal gambling operation
A gang fight erupted in Greater Kailash between two groups over control of a residential area.,Gang Activity,"Greater Kailash, Delhi",15-11-2023,21:10:00,gang fight erupted greater kailash two group control residential area
"A human trafficking network was dismantled in Saket, rescuing 8 victims and arresting 4 suspects.",Human Trafficking,"Saket, Delhi",16-11-2023,10:15:00,human trafficking network dismantled saket rescuing victim arresting suspect
Arms smuggling was detected in Connaught Place where illegal firearms were being sold on the black market.,Arms Smuggling,"Connaught Place, Delhi",17-11-2023,17:45:00,arm smuggling detected connaught place illegal firearm sold black market
Extortion was reported in Cyber City where a businessman was forced to pay INR 15 lakhs to a gang.,Extortion,"Cyber City, Gurgaon",18-11-2023,02:30:00,extortion reported cyber city businessman forced pay inr lakh gang
Racketeering was uncovered in Rohini where a group was running an illegal liquor distribution network.,Racketeering,"Rohini, Delhi",19-11-2023,19:50:00,racketeering uncovered rohini group running illegal liquor distribution network
A gang fight broke out in Noida between rival groups over control of a market area.,Gang Activity,"Noida, UP",20-11-2023,14:20:00,gang fight broke noida rival group control market area
"A human trafficking ring was busted in Dwarka, rescuing 10 victims and arresting 5 suspects.",Human Trafficking,"Dwarka, Delhi",21-11-2023,13:00:00,human trafficking ring busted dwarka rescuing victim arresting suspect
Arms smuggling was detected in Karol Bagh where illegal weapons worth INR 30 lakhs were seized.,Arms Smuggling,"Karol Bagh, Delhi",22-11-2023,08:30:00,arm smuggling detected karol bagh illegal weapon worth inr lakh seized
Extortion was reported in Greater Kailash where shopkeepers were threatened to pay protection money.,Extortion,"Greater Kailash, Delhi",23-11-2023,22:00:00,extortion reported greater kailash shopkeeper threatened pay protection money
Racketeering was uncovered in Saket where a group was running an illegal betting operation.,Racketeering,"Saket, Delhi",24-11-2023,23:00:00,racketeering uncovered saket group running illegal betting operation
A gang fight erupted in Connaught Place between two groups over control of a construction site.,Gang Activity,"Connaught Place, Delhi",25-11-2023,21:10:00,gang fight erupted connaught place two group control construction site
"A human trafficking network was dismantled in Cyber City, rescuing 12 victims and arresting 6 suspects.",Human Trafficking,"Cyber City, Gurgaon",26-11-2023,10:15:00,human trafficking network dismantled cyber city rescuing victim arresting suspect
Arms smuggling was detected in Rohini where illegal firearms were being sold on the black market.,Arms Smuggling,"Rohini, Delhi",27-11-2023,17:45:00,arm smuggling detected rohini illegal firearm sold black market
Extortion was reported in Noida where a businessman was forced to pay INR 25 lakhs to a gang.,Extortion,"Noida, UP",28-11-2023,02:30:00,extortion reported noida businessman forced pay inr lakh gang
Racketeering was uncovered in Dwarka where a group was running an illegal drug distribution network.,Racketeering,"Dwarka, Delhi",29-11-2023,19:50:00,racketeering uncovered dwarka group running illegal drug distribution network
A gang fight broke out in Karol Bagh between rival groups over control of a parking lot.,Gang Activity,"Karol Bagh, Delhi",30-11-2023,14:20:00,gang fight broke karol bagh rival group control parking lot
"A human trafficking ring was busted in Greater Kailash, rescuing 15 victims and arresting 5 suspects.",Human Trafficking,"Greater Kailash, Delhi",01-12-2023,13:00:00,human trafficking ring busted greater kailash rescuing victim arresting suspect
Arms smuggling was detected in Saket where illegal weapons worth INR 50 lakhs were seized.,Arms Smuggling,"Saket, Delhi",02-12-2023,08:30:00,arm smuggling detected saket illegal weapon worth inr lakh seized
Extortion was reported in Connaught Place where shopkeepers were threatened to pay protection money.,Extortion,"Connaught Place, Delhi",03-12-2023,22:00:00,extortion reported connaught place shopkeeper threatened pay protection money
Racketeering was uncovered in Cyber City where a group was running an illegal gambling operation.,Racketeering,"Cyber City, Gurgaon",04-12-2023,23:00:00,racketeering uncovered cyber city group running illegal gambling operation
A gang fight erupted in Rohini between two groups over control of a residential area.,Gang Activity,"Rohini, Delhi",05-12-2023,21:10:00,gang fight erupted rohini two group control residential area
"A human trafficking network was dismantled in Noida, rescuing 10 victims and arresting 5 suspects.",Human Trafficking,"Noida, UP",06-12-2023,10:15:00,human trafficking network dismantled noida rescuing victim arresting suspect
Arms smuggling was detected in Dwarka where illegal firearms were being sold on the black market.,Arms Smuggling,"Dwarka, Delhi",07-12-2023,17:45:00,arm smuggling detected dwarka illegal firearm sold black market
Extortion was reported in Karol Bagh where a businessman was forced to pay INR 20 lakhs to a gang.,Extortion,"Karol Bagh, Delhi",08-12-2023,02:30:00,extortion reported karol bagh businessman forced pay inr lakh gang
Racketeering was uncovered in Greater Kailash where a group was running an illegal liquor distribution network.,Racketeering,"Greater Kailash, Delhi",09-12-2023,19:50:00,racketeering uncovered greater kailash group running illegal liquor distribution network
